action,alert_name,bytes_received,bytes_sent,device,direction,dst_ip,dst_port,duration,host,http_method,level,log_type,msg,proto,protocol,raw_log,severity,source,src_ip,src_port,status_code,url,user,user_agent
alert,Cors Attack,,,,,10.0.0.21,,,,GET,warning,application,Detected Cors Attack: Generic Cors Attack Signature,,,"{""timestamp"": ""2026-01-06 11:02:34.185249"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.34"", ""dst_ip"": ""10.0.0.21"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic Cors Attack Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Cors Attack: Generic Cors Attack Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Cors Attack"", ""raw_log"": ""Pattern Detection: Cors Attack - Generic Cors Attack Signature""}",,,192.168.1.34,,200,/search?q=Generic Cors Attack Signature,N/A,Mozilla/5.0
alert,Cors Attack,,,,,10.0.0.34,,,,GET,warning,application,Detected Cors Attack: Generic Cors Attack Signature,,,"{""timestamp"": ""2026-01-06 11:02:34.525595"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.51"", ""dst_ip"": ""10.0.0.34"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic Cors Attack Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Cors Attack: Generic Cors Attack Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Cors Attack"", ""raw_log"": ""Pattern Detection: Cors Attack - Generic Cors Attack Signature""}",,,192.168.1.51,,200,/search?q=Generic Cors Attack Signature,N/A,Mozilla/5.0
DENY,,9923,160,Firewall-01,inbound,10.0.0.137,22,52,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:02:39.778623"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.39"", ""dst_ip"": ""10.0.0.137"", ""src_port"": 43332, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 160, ""bytes_received"": 9923, ""duration"": 52, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.39,43332,,,,
alert,Coop Abuse,,,,,10.0.0.24,,,,GET,warning,application,Detected Coop Abuse: Generic Coop Abuse Signature,,,"{""timestamp"": ""2026-01-06 11:03:12.125718"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.77"", ""dst_ip"": ""10.0.0.24"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic Coop Abuse Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Coop Abuse: Generic Coop Abuse Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Coop Abuse"", ""raw_log"": ""Pattern Detection: Coop Abuse - Generic Coop Abuse Signature""}",,,192.168.1.77,,200,/search?q=Generic Coop Abuse Signature,N/A,Mozilla/5.0
ALLOW,,34004,1324,Firewall-01,outbound,10.0.0.13,53,8,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 11:03:25.322771"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.240"", ""dst_ip"": ""10.0.0.13"", ""src_port"": 15466, ""dst_port"": 53, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 1324, ""bytes_received"": 34004, ""duration"": 8, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.240,15466,,,,
ALLOW,,25867,2827,Firewall-01,inbound,10.0.0.82,53,69,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:03:31.853220"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.92"", ""dst_ip"": ""10.0.0.82"", ""src_port"": 39056, ""dst_port"": 53, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 2827, ""bytes_received"": 25867, ""duration"": 69, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.92,39056,,,,
alert,web cache poisioning,,,,,10.0.0.21,,,,GET,warning,application,Detected web cache poisioning: Generic web cache poisioning Signature,,,"{""timestamp"": ""2026-01-06 11:03:34.866203"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.23"", ""dst_ip"": ""10.0.0.21"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic web cache poisioning Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected web cache poisioning: Generic web cache poisioning Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""web cache poisioning"", ""raw_log"": ""Pattern Detection: web cache poisioning - Generic web cache poisioning Signature""}",,,192.168.1.23,,200,/search?q=Generic web cache poisioning Signature,N/A,Mozilla/5.0
alert,DEVICE SPOOFING,,,,,10.0.0.42,,,,GET,warning,application,Detected DEVICE SPOOFING: Generic DEVICE SPOOFING Signature,,,"{""timestamp"": ""2026-01-06 11:03:36.550522"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.95"", ""dst_ip"": ""10.0.0.42"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DEVICE SPOOFING Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DEVICE SPOOFING: Generic DEVICE SPOOFING Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DEVICE SPOOFING"", ""raw_log"": ""Pattern Detection: DEVICE SPOOFING - Generic DEVICE SPOOFING Signature""}",,,192.168.1.95,,200,/search?q=Generic DEVICE SPOOFING Signature,N/A,Mozilla/5.0
ALLOW,,28449,2046,Firewall-01,inbound,10.0.0.190,80,95,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 11:03:37.259724"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.201"", ""dst_ip"": ""10.0.0.190"", ""src_port"": 19978, ""dst_port"": 80, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 2046, ""bytes_received"": 28449, ""duration"": 95, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.201,19978,,,,
ALLOW,,22521,3074,Firewall-01,outbound,10.0.0.163,22,73,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:03:45.365762"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.66"", ""dst_ip"": ""10.0.0.163"", ""src_port"": 13069, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 3074, ""bytes_received"": 22521, ""duration"": 73, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.66,13069,,,,
alert,Server-Side Request Forgery,,,,,10.0.0.13,,,,GET,warning,application,Detected Server-Side Request Forgery: A record changed,,,"{""timestamp"": ""2026-01-06 11:04:21.906007"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.132"", ""dst_ip"": ""10.0.0.13"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=A record changed"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Server-Side Request Forgery: A record changed"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Server-Side Request Forgery"", ""raw_log"": ""Pattern Detection: Server-Side Request Forgery - A record changed""}",,,192.168.1.132,,200,/search?q=A record changed,N/A,Mozilla/5.0
alert,web socket hijacking,,,,,10.0.0.13,,,,GET,warning,application,Detected web socket hijacking: Generic web socket hijacking Signature,,,"{""timestamp"": ""2026-01-06 11:05:24.120686"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.68"", ""dst_ip"": ""10.0.0.13"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic web socket hijacking Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected web socket hijacking: Generic web socket hijacking Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""web socket hijacking"", ""raw_log"": ""Pattern Detection: web socket hijacking - Generic web socket hijacking Signature""}",,,192.168.1.68,,200,/search?q=Generic web socket hijacking Signature,N/A,Mozilla/5.0
alert,Insecure Firmware,,,,,10.0.0.50,,,,GET,warning,application,Detected Insecure Firmware: Generic Insecure Firmware Signature,,,"{""timestamp"": ""2026-01-06 11:05:33.273849"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.103"", ""dst_ip"": ""10.0.0.50"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic Insecure Firmware Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Insecure Firmware: Generic Insecure Firmware Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Insecure Firmware"", ""raw_log"": ""Pattern Detection: Insecure Firmware - Generic Insecure Firmware Signature""}",,,192.168.1.103,,200,/search?q=Generic Insecure Firmware Signature,N/A,Mozilla/5.0
alert,packet stuffing,,,,,10.0.0.36,,,,GET,warning,application,Detected packet stuffing: Generic packet stuffing Signature,,,"{""timestamp"": ""2026-01-06 11:05:48.485080"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.72"", ""dst_ip"": ""10.0.0.36"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic packet stuffing Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected packet stuffing: Generic packet stuffing Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""packet stuffing"", ""raw_log"": ""Pattern Detection: packet stuffing - Generic packet stuffing Signature""}",,,192.168.1.72,,200,/search?q=Generic packet stuffing Signature,N/A,Mozilla/5.0
DENY,,5127,4219,Firewall-01,outbound,10.0.0.218,80,16,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:05:49.615932"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.205"", ""dst_ip"": ""10.0.0.218"", ""src_port"": 29066, ""dst_port"": 80, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 4219, ""bytes_received"": 5127, ""duration"": 16, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.205,29066,,,,
alert,Missing Security Headers,,,,,10.0.0.28,,,,GET,warning,application,Detected Missing Security Headers: text/html,,,"{""timestamp"": ""2026-01-06 11:05:53.405506"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.37"", ""dst_ip"": ""10.0.0.28"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=text/html"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Missing Security Headers: text/html"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Missing Security Headers"", ""raw_log"": ""Pattern Detection: Missing Security Headers - text/html""}",,,192.168.1.37,,200,/search?q=text/html,N/A,Mozilla/5.0
ALLOW,,7949,2953,Firewall-01,outbound,10.0.0.95,22,61,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:06:06.585351"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.184"", ""dst_ip"": ""10.0.0.95"", ""src_port"": 31953, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 2953, ""bytes_received"": 7949, ""duration"": 61, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.184,31953,,,,
DENY,,26054,1580,Firewall-01,outbound,10.0.0.32,443,27,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:06:24.447991"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.127"", ""dst_ip"": ""10.0.0.32"", ""src_port"": 46215, ""dst_port"": 443, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 1580, ""bytes_received"": 26054, ""duration"": 27, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.127,46215,,,,
DENY,,16299,4193,Firewall-01,inbound,10.0.0.165,443,100,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:06:35.005893"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.41"", ""dst_ip"": ""10.0.0.165"", ""src_port"": 45919, ""dst_port"": 443, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 4193, ""bytes_received"": 16299, ""duration"": 100, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.41,45919,,,,
DENY,,10834,3845,Firewall-01,inbound,10.0.0.173,22,73,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 11:06:55.343382"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.123"", ""dst_ip"": ""10.0.0.173"", ""src_port"": 7540, ""dst_port"": 22, ""protocol"": ""TCP"", ""action"": ""DENY"", ""bytes_sent"": 3845, ""bytes_received"": 10834, ""duration"": 73, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.123,7540,,,,
alert,remote commanding execution,,,,,10.0.0.32,,,,GET,warning,application,Detected remote commanding execution: Generic remote commanding execution Signature,,,"{""timestamp"": ""2026-01-06 11:07:13.597707"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.118"", ""dst_ip"": ""10.0.0.32"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic remote commanding execution Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected remote commanding execution: Generic remote commanding execution Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""remote commanding execution"", ""raw_log"": ""Pattern Detection: remote commanding execution - Generic remote commanding execution Signature""}",,,192.168.1.118,,200,/search?q=Generic remote commanding execution Signature,N/A,Mozilla/5.0
alert,DOS,,,,,10.0.0.41,80,,,GET,warning,network,Detected DOS: Generic DOS Signature,TCP,,"{""timestamp"": ""2026-01-06 11:07:30.273463"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.86"", ""dst_ip"": ""10.0.0.41"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DOS Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DOS: Generic DOS Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DOS"", ""src_port"": 20512, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: DOS - Generic DOS Signature""}",,,192.168.1.86,20512,200,/search?q=Generic DOS Signature,N/A,Mozilla/5.0
alert,SQL INJECTION,,,,,10.0.0.49,,,,GET,warning,application,Detected SQL INJECTION: Generic SQL INJECTION Signature,,,"{""timestamp"": ""2026-01-06 11:07:49.979573"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.99"", ""dst_ip"": ""10.0.0.49"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic SQL INJECTION Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected SQL INJECTION: Generic SQL INJECTION Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""SQL INJECTION"", ""raw_log"": ""Pattern Detection: SQL INJECTION - Generic SQL INJECTION Signature""}",,,192.168.1.99,,200,/search?q=Generic SQL INJECTION Signature,N/A,Mozilla/5.0
alert,JWT Token Manipulation,,,,,10.0.0.39,,,,GET,warning,application,Detected JWT Token Manipulation: Generic JWT Token Manipulation Signature,,,"{""timestamp"": ""2026-01-06 11:08:17.696279"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.46"", ""dst_ip"": ""10.0.0.39"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic JWT Token Manipulation Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected JWT Token Manipulation: Generic JWT Token Manipulation Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""JWT Token Manipulation"", ""raw_log"": ""Pattern Detection: JWT Token Manipulation - Generic JWT Token Manipulation Signature""}",,,192.168.1.46,,200,/search?q=Generic JWT Token Manipulation Signature,N/A,Mozilla/5.0
alert,XSS,,,,,10.0.0.18,,,,GET,warning,application,Detected XSS: Generic XSS Signature,,,"{""timestamp"": ""2026-01-06 11:08:29.125581"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.28"", ""dst_ip"": ""10.0.0.18"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic XSS Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected XSS: Generic XSS Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""XSS"", ""raw_log"": ""Pattern Detection: XSS - Generic XSS Signature""}",,,192.168.1.28,,200,/search?q=Generic XSS Signature,N/A,Mozilla/5.0
alert,Missing Security Headers,,,,,10.0.0.41,,,,GET,warning,application,Detected Missing Security Headers: text/html,,,"{""timestamp"": ""2026-01-06 11:08:34.944024"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.150"", ""dst_ip"": ""10.0.0.41"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=text/html"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Missing Security Headers: text/html"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Missing Security Headers"", ""raw_log"": ""Pattern Detection: Missing Security Headers - text/html""}",,,192.168.1.150,,200,/search?q=text/html,N/A,Mozilla/5.0
alert,packet stuffing,,,,,10.0.0.48,,,,GET,warning,application,Detected packet stuffing: Generic packet stuffing Signature,,,"{""timestamp"": ""2026-01-06 11:08:36.227650"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.21"", ""dst_ip"": ""10.0.0.48"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic packet stuffing Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected packet stuffing: Generic packet stuffing Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""packet stuffing"", ""raw_log"": ""Pattern Detection: packet stuffing - Generic packet stuffing Signature""}",,,192.168.1.21,,200,/search?q=Generic packet stuffing Signature,N/A,Mozilla/5.0
alert,CSRF,,,,,10.0.0.14,,,,GET,warning,application,Detected CSRF: Generic CSRF Signature,,,"{""timestamp"": ""2026-01-06 11:09:02.937116"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.118"", ""dst_ip"": ""10.0.0.14"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic CSRF Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected CSRF: Generic CSRF Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""CSRF"", ""raw_log"": ""Pattern Detection: CSRF - Generic CSRF Signature""}",,,192.168.1.118,,200,/search?q=Generic CSRF Signature,N/A,Mozilla/5.0
ALLOW,,18030,451,Firewall-01,inbound,10.0.0.181,53,87,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:09:36.060884"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.168"", ""dst_ip"": ""10.0.0.181"", ""src_port"": 27574, ""dst_port"": 53, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 451, ""bytes_received"": 18030, ""duration"": 87, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.168,27574,,,,
alert,JWT Token Manipulation,,,,,10.0.0.27,,,,GET,warning,application,Detected JWT Token Manipulation: Generic JWT Token Manipulation Signature,,,"{""timestamp"": ""2026-01-06 11:10:22.567112"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.133"", ""dst_ip"": ""10.0.0.27"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic JWT Token Manipulation Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected JWT Token Manipulation: Generic JWT Token Manipulation Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""JWT Token Manipulation"", ""raw_log"": ""Pattern Detection: JWT Token Manipulation - Generic JWT Token Manipulation Signature""}",,,192.168.1.133,,200,/search?q=Generic JWT Token Manipulation Signature,N/A,Mozilla/5.0
alert,CSRF,,,,,10.0.0.18,,,,GET,warning,application,Detected CSRF: Generic CSRF Signature,,,"{""timestamp"": ""2026-01-06 11:10:35.365915"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.162"", ""dst_ip"": ""10.0.0.18"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic CSRF Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected CSRF: Generic CSRF Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""CSRF"", ""raw_log"": ""Pattern Detection: CSRF - Generic CSRF Signature""}",,,192.168.1.162,,200,/search?q=Generic CSRF Signature,N/A,Mozilla/5.0
ALLOW,,18139,2964,Firewall-01,inbound,10.0.0.70,80,37,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:10:44.667960"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.172"", ""dst_ip"": ""10.0.0.70"", ""src_port"": 46377, ""dst_port"": 80, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 2964, ""bytes_received"": 18139, ""duration"": 37, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.172,46377,,,,
alert,HTTP Response Splitting,,,,,10.0.0.27,,,,GET,warning,application,Detected HTTP Response Splitting: Cache-Control,,,"{""timestamp"": ""2026-01-06 11:11:38.591151"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.147"", ""dst_ip"": ""10.0.0.27"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Cache-Control"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected HTTP Response Splitting: Cache-Control"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""HTTP Response Splitting"", ""raw_log"": ""Pattern Detection: HTTP Response Splitting - Cache-Control""}",,,192.168.1.147,,200,/search?q=Cache-Control,N/A,Mozilla/5.0
alert,Coop Abuse,,,,,10.0.0.15,,,,GET,warning,application,Detected Coop Abuse: Generic Coop Abuse Signature,,,"{""timestamp"": ""2026-01-06 11:12:06.984963"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.90"", ""dst_ip"": ""10.0.0.15"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic Coop Abuse Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Coop Abuse: Generic Coop Abuse Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Coop Abuse"", ""raw_log"": ""Pattern Detection: Coop Abuse - Generic Coop Abuse Signature""}",,,192.168.1.90,,200,/search?q=Generic Coop Abuse Signature,N/A,Mozilla/5.0
alert,DDOS,,,,,10.0.0.39,80,,,GET,warning,network,Detected DDOS: Generic DDOS Signature,TCP,,"{""timestamp"": ""2026-01-06 11:12:08.942538"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.22"", ""dst_ip"": ""10.0.0.39"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DDOS Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DDOS: Generic DDOS Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DDOS"", ""src_port"": 40700, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: DDOS - Generic DDOS Signature""}",,,192.168.1.22,40700,200,/search?q=Generic DDOS Signature,N/A,Mozilla/5.0
alert,web socket hijacking,,,,,10.0.0.35,,,,GET,warning,application,Detected web socket hijacking: Generic web socket hijacking Signature,,,"{""timestamp"": ""2026-01-06 11:12:20.570939"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.103"", ""dst_ip"": ""10.0.0.35"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic web socket hijacking Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected web socket hijacking: Generic web socket hijacking Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""web socket hijacking"", ""raw_log"": ""Pattern Detection: web socket hijacking - Generic web socket hijacking Signature""}",,,192.168.1.103,,200,/search?q=Generic web socket hijacking Signature,N/A,Mozilla/5.0
alert,remote commanding execution,,,,,10.0.0.27,,,,GET,warning,application,Detected remote commanding execution: Generic remote commanding execution Signature,,,"{""timestamp"": ""2026-01-06 11:12:32.776253"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.154"", ""dst_ip"": ""10.0.0.27"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic remote commanding execution Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected remote commanding execution: Generic remote commanding execution Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""remote commanding execution"", ""raw_log"": ""Pattern Detection: remote commanding execution - Generic remote commanding execution Signature""}",,,192.168.1.154,,200,/search?q=Generic remote commanding execution Signature,N/A,Mozilla/5.0
ALLOW,,8751,844,Firewall-01,inbound,10.0.0.193,443,15,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:12:39.204727"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.98"", ""dst_ip"": ""10.0.0.193"", ""src_port"": 20221, ""dst_port"": 443, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 844, ""bytes_received"": 8751, ""duration"": 15, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.98,20221,,,,
DENY,,7771,1480,Firewall-01,inbound,10.0.0.129,443,23,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 11:13:01.469449"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.208"", ""dst_ip"": ""10.0.0.129"", ""src_port"": 26156, ""dst_port"": 443, ""protocol"": ""TCP"", ""action"": ""DENY"", ""bytes_sent"": 1480, ""bytes_received"": 7771, ""duration"": 23, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.208,26156,,,,
